,price,product,category
49,$1.99,Cara Cara Oranges (Per Pound),fruit
50,$3.49,Sumo Oranges,fruit
51,$7.99,GRACIE'S KITCHEN Assorted Fruit Spears 24oz.,fruit
52,$2.49,Evercrisp Apple (Per Pound),fruit
53,$6.99,Dragon Fruit (Per Pound),fruit
54,$6.99,GRACIE'S KITCHEN Mango Spears 16oz,fruit
55,$4.99,GRACIE'S KITCHEN Honeydew Chunks,fruit
56,$6.99,GRACIE'S KITCHEN Pineapple Spears 16oz.,fruit
57,$2.99,Persimmon (each),fruit
58,$1.99,Bosc Pears,fruit
59,$4.99,GRACIE'S KITCHEN Pineapple Chunks,fruit
60,$4.99,GRACIE'S KITCHEN Watermelon Chunks,fruit
61,$4.99,GRACIE'S KITCHEN Mango Berry Cup,fruit
62,$3.00,GRACIE'S KITCHEN Mixed Fruit Cup,fruit
63,$2.99,Plums Red,fruit
64,$9.99,Black Mission Figs (Each),fruit
65,$6.99,LIL SNAPPERS Fuji Apples 3lbs.,fruit
66,$4.99,GRACIE'S KITCHEN Grape + Berry Cup,fruit
67,$4.99,GRACIE'S KITCHEN Cantaloupe Chunks,fruit
68,$3.00,GRACIE'S KITCHEN Tropical Fruit Cup,fruit
69,$2.49,Apple Fuji (Per Pound),fruit
70,$3.00,GRACIE'S KITCHEN Island Mix Fruit Cup,fruit
0,$5.99,ARETHUSA FARM DAIRY Vanilla Ice Cream 1pt.,ice cream
1,$5.99,ARETHUSA FARM DAIRY Sweet Cream Chocolate Chip Ice Cream 1pt.,ice cream
2,$5.99,ARETHUSA FARM DAIRY Chocolate Ice Cream 1pt.,ice cream
3,$6.99,ALDEN'S Organic Old School Vanilla Ice Cream Sandwich 6ct.,ice cream
4,$5.99,ARETHUSA FARM DAIRY Coffee Ice Cream 1pt.,ice cream
6,$5.99,ARETHUSA FARM DAIRY Mint Chip Ice Cream 1pt.,ice cream
7,$5.99,ARETHUSA FARM DAIRY Strawberry Ice Cream 1pt.,ice cream
8,$4.99,SO DELICIOUS Mint Chip Coconut Milk Ice Cream 1pt.,ice cream
9,$6.69,SO DELICIOUS Vanilla Bean Coconut Milk Ice Cream 1pt.,ice cream
11,$5.99,ALDEN'S Organic Vanilla Creme Ice Cream 14oz,ice cream
12,$4.99,COOLHAUS Ice Cream Salted Caramel 1pt.,ice cream
15,$11.99,ALDEN'S Organic French Vanilla Ice Cream,ice cream
17,$4.99,COOLHAUS Bananas Foster Ice Cream 1pt.,ice cream
18,$5.99,MY/MO Green Tea Mochi Ice Cream,ice cream
19,$4.99,COOLHAUS Cookie Dough Life Ice Cream 1pt.,ice cream
21,$6.49,ENLIGHTENED Fudge Ice Cream Bars,ice cream
24,$7.99,BUBBIES Mango Mochi Ice Cream,ice cream
25,$5.99,ENLIGHTENED Chocolate Ice Cream,ice cream
26,$7.99,BUBBIES Strawberry Mochi Ice Cream,ice cream
29,$6.99,HALO TOP CREAMERY Vanilla Bean Ice Cream 1pt.,ice cream
30,$7.49,BEN & JERRY'S Vanilla Ice Cream 1pt.,ice cream
31,$6.69,SO DELICIOUS Chocolate Coconut Milk Ice Cream 1pt.,ice cream
35,$8.99,MAXINE'S Organic Vanilla Bean Ice Cream 1.5qt,ice cream
36,$5.99,MY/MO Mango Mochi Ice Cream,ice cream
41,$5.99,ENLIGHTENED Chocolate Peanut Butter 100 Calorie Ice Cream 1pt.,ice cream
45,$5.99,ENLIGHTENED Snickerdoodle Ice Cream 1pt.,ice cream
46,$5.99,ENLIGHTENED Chocolate Chip Cookie Dough 100 Calorie Ice Cream 1pt.,ice cream
50,$6.99,HALO TOP CREAMERY Black Cherry Ice Cream 1pt.,ice cream
51,$6.99,HALO TOP CREAMERY Pistachio Ice Cream 1pt.,ice cream
52,$6.99,HALO TOP CREAMERY Strawberry Ice Cream 1pt.,ice cream
54,$7.49,BEN & JERRY'S Chunky Monkey Ice Cream 1pt.,ice cream
55,$5.79,HALO TOP CREAMERY S'mores Ice Cream 1pt.,ice cream
56,$4.99,WINK FROZEN DESSERTS Gluten-Free Dairy-Free Cocoa Dough Ice Cream Alternative 1pt.,ice cream
59,$5.79,HALO TOP CREAMERY Oatmeal Cookie Ice Cream 1pt.,ice cream
60,$6.99,HALO TOP CREAMERY Blueberry Crumble Ice Cream 1pt.,ice cream
61,$6.99,HALO TOP CREAMERY Mint Chip Ice Cream 1pt.,ice cream
63,$5.99,MY/MO Dulce De Leche Mochi Ice Cream,ice cream
65,$5.99,SO DELICIOUS Almond Milk Vanilla Ice Cream 1pt.,ice cream
67,$6.99,COOLHAUS Cereal Dreams Ice Cream 1pt.,ice cream
72,$6.99,HALO TOP CREAMERY Rainbow Ice Cream 1pt.,ice cream
73,$6.99,HALO TOP CREAMERY Strawberry Light Ice Cream 1pt.,ice cream
76,$6.99,Alden's Ice Cream Caramel Drizzle Dairy Free ,ice cream
77,$5.99,Alden's Ice Cream OG2 Sandwich Mint Fudge 14oz,ice cream
78,$10.99,Alden's Ice Cream Organic French Vanilla 48fl,ice cream
79,$5.99,Alden's Ice Cream Vanilla Bean Sammie ,ice cream
80,$10.99,Alden's Peanut Butter Fudge Ice Cream 48oz,ice cream
81,$5.99,Ice Cream Bar Organic Vanilla Dark Chocolate,ice cream
0,$1.89,"BARILLA Pasta, Fettuccine",pasta
1,$3.19,DECECCO Pasta Rigatoni,pasta
4,$6.99,"PASTA COSI Marinara Pasta Sauce, No Sugar Added",pasta
5,$2.49,"BARILLA Pasta, Spaghetti",pasta
9,$7.99,RAO'S Pasta Sauce Marinara,pasta
10,$4.39,MONTEBELLO Organic Pasta Orecchiette,pasta
11,$4.39,MONTEBELLO Organic Pasta Semo Fusilli,pasta
13,$1.89,"BARILLA Pasta, Rotini",pasta
17,$3.49,DECECCO Pasta Spaghetti,pasta
18,$4.49,MONTEBELLO Organic Pasta Semo Farfalle,pasta
20,$1.89,"BARILLA Pasta, Orzo",pasta
21,$2.49,"BARILLA Pasta, Penne",pasta
28,$1.89,"BARILLA Pasta, Angel Hair",pasta
31,$4.49,MONTEBELLO Organic Pasta Conchiglie,pasta
32,$1.49,HUNTS Pasta Sauce Plain,pasta
33,$2.99,"BARILLA Pasta, Oven-Ready Lasagne",pasta
42,$1.89,"BARILLA Pasta, Farfalle",pasta
43,$1.89,"BARILLA Pasta, Rigatoni",pasta
44,$8.99,AMY'S Organic Tomato Basil Pasta Sauce,pasta
52,$4.99,AL DENTE PASTA COMPANY Fettuccine Wild Mushroom,pasta
60,$6.99,PASTA COSI Sauce Roasted Garlic,pasta
61,$2.69,"BARILLA Pasta, Jumbo Shells",pasta
63,$5.99,MONTEBELLO Organic Pasta Torchiette,pasta
64,$5.99,MEZZETTA Pasta Sauce Marinara ItalianTomato,pasta
66,$6.99,PASTA COSI Sauce Vodka,pasta
67,$4.99,AL DENTE PASTA COMPANY Fettuccine Squid Ink,pasta
69,$3.99,MONTEBELLO Organic Pasta Orzo,pasta
70,$2.99,"BARILLA Pasta, Lasagne",pasta
71,$9.99,DAVE'S GOURMET Organic Red Heirloom Pasta Sauce,pasta
72,$6.99,PASTA COSI Sauce Puttanesca,pasta
73,$5.99,RAO'S  Soup Pasta & Fagioli,pasta
74,$3.49,DELALLO Bucatini Pasta,pasta
75,$4.49,EXPLORE CUISINE Rice Pasta Brown Rigatoni,pasta
76,$5.49,MEZZETTA Pasta Sauce Truffle Porcini Cream,pasta
77,$8.99,RAO'S Pasta Sauce Sensitive Formula,pasta
78,$7.99,RAO'S Pasta Sauce Vodka,pasta
81,$7.99,CONTES PASTA  Ravioli Cheese Gluten Free,pasta
82,$7.49,RAO'S Pasta Sauce 4 Cheese,pasta
89,$9.49,LUCINI Pasta Sauce Tomato Basil,pasta
94,$4.99,CHICKAPEA PASTA Organic Penne,pasta
1,$6.49,"NATURE'S PATH Organic Cereal, Flax Plus & Raisin Bran",cereal
3,$4.99,"CASCADIAN FARMS Organic Cereal, Raisin Bran",cereal
6,$4.99,CASCADIAN FARMS Organic Cereal 2 Multi Grain Square,cereal
7,$4.69,"NATURE'S PATH Organic Cereal, Multibran Flakes",cereal
8,$4.99,"CASCADIAN FARMS Organic Cereal, Honey Oat Crunch",cereal
9,$4.69,"NATURE'S PATH Organic Cereal, Honey'd Corn Flakes",cereal
10,$4.69,"NATURE'S PATH Organic Cereal, Heritage Flakes",cereal
11,$4.99,"KASHI Organic Cereal, Cinnamon Harvest",cereal
12,$4.69,"NATURE'S PATH Organic Cereal, Blueberry Cinnamon Flax",cereal
14,$5.69,"BOB'S RED MILL Cereal Muesli, Fruit & Seed",cereal
16,$5.99,"BARBARA'S Cereal, Peanut Butter Puffins",cereal
18,$4.69,"NATURE'S PATH Organic Cereal, Pumpkin Raisin Crunch with Flax",cereal
20,$5.49,"ARROWHEAD MILLS Organic Cereal, Spelt Flakes",cereal
21,$5.99,"BARBARA'S Cereal, Morning Oat Crunch",cereal
22,$4.99,"FIELD DAY Organic Cereal, Whole Grain Cinnamon Crunch",cereal
23,$4.69,"NATURE'S PATH Organic Cereal, Heritage Crunch",cereal
24,$5.49,"ARROWHEAD MILLS Organic Cereal, Amaranth Flakes",cereal
28,$4.69,"NATURE'S PATH Organic Cereal, Sunrise Crunchy Vanilla",cereal
29,$6.49,"NATURE'S PATH Organic Cereal, Flax Plus Maple Pecan Crunch",cereal
30,$4.99,"BARBARA'S Gluten-Free Cereal, Multigrain Puffins",cereal
31,$4.99,"KASHI Organic Cereal, Island Vanilla",cereal
32,$7.49,"BOB'S RED MILL Cereal Muesli, Tropical",cereal
33,$5.99,"BARBARA'S Cereal, Peanut Butter & Chocolate Puffins",cereal
34,$4.99,"KASHI Organic Cereal, Berry Fruitful",cereal
38,$5.99,"BARBARA'S Cereal, Honey Rice Puffins",cereal
39,$4.99,"CASCADIAN FARMS Organic Cereal, Vanilla Chia Crunch",cereal
43,$6.19,"NATURE'S PATH Organic Cereal, Almond Nut Butter Crunch",cereal
44,$4.69,"NATURE'S PATH Organic Cereal, Crunchy Cinnamon Sunrise",cereal
49,$4.99,"KASHI Cereal, Dark Cocoa Karma",cereal
50,$4.69,"MOM'S BEST Gluten-Free Rice Cereal, Crispy Cocoa",cereal
52,$10.69,"BOB'S RED MILL Cold Cereal Muesli, Paleo",cereal
55,$4.69,"NATURE'S PATH Organic Cereal, Smart Bran",cereal
59,$4.99,"NATURE'S PATH Organic Cereal, Purple Acai",cereal
60,$5.99,"ARROWHEAD MILLS Hot Cereal, Gluten-Free Quinoa & Oat",cereal
64,$4.99,"LOVE GROWN FOODS Cereal, Fruity Sea Stars",cereal
66,$5.99,"BARBARA'S Cereal, Puffins Protein Berry Burst",cereal
74,$5.99,"NATURE'S PATH Organic Cereal, Coconut & Cashew Nut Butter Crunch",cereal
80,$5.99,"NATURE'S PATH Organic Cereal, Honey & Peanut Nut Butter Crunch",cereal
81,$4.99,"NATURE'S PATH ENVIROKIDZ Organic Cereal, Berry Blast Cheetah Chomps",cereal
